gene	Ace_6	Ace_6	Ace_6	Ace_6	Ace_6	Ace_6
ENSRNOG00000052140	280.293	233.398	224.391	212.647	274.819	296.489
ENSRNOG00000052141	2143.66	2056.72	2386.98	2280.96	2234.71	3160.41
ENSRNOG00000052142	409.662	379.756	419.688	428.088	367.203	418.116
ENSRNOG00000052145	0	0	0	0	0	0
ENSRNOG00000052151	0	0	0	0	0	0
ENSRNOG00000052152	9.06745	11	11.0427	5	9.03671	4.05724
ENSRNOG00000052154	0	0	0	0	0	0
ENSRNOG00000052157	126	113	88	83	93	83
ENSRNOG00000052159	0	0	0	0	0	0
ENSRNOG00000052167	148.69012	114.44555	192.7039	125.943	118.5477	164.00456
ENSRNOG00000052168	0	0	0	0	0	0
ENSRNOG00000052173	4	2	4	3	2	4
ENSRNOG00000052174	0	0	1.00088	0	1.00099	0
ENSRNOG00000052181	0	0	0	0	0	0
ENSRNOG00000052192	0	3.95263	5.33504	7.2553	0	0
ENSRNOG00000052193	0	0	0	1	0	0
ENSRNOG00000052199	0	0	2.31275E-06	0	0	2.44675
ENSRNOG00000052204	452	393.0003	407	452.0001	405.9995	440
ENSRNOG00000052205	0	0	0	0	1	1
ENSRNOG00000052207	0	1.91538	1.90589	1.97448	0	7.70911
ENSRNOG00000052219	1030	926	1006	918	924	1120
ENSRNOG00000052220	0	0	0	0	0	0
ENSRNOG00000052224	2	1	0	2	1	0
ENSRNOG00000052226	2641.9965	2497.9973	2852.9984	2685.9957	2564.9978	3323.0031
ENSRNOG00000052227	0	0	0	0	0	0
ENSRNOG00000052228	0	0	0	0	0	0
ENSRNOG00000052229	0	0	0	0	0	0
ENSRNOG00000052231	0.973339	0	0	0	0	0
ENSRNOG00000052232	233	211	237	194	177	258.113
ENSRNOG00000052236	37.9145	45.2851	46.2648	31.9652	38.2994	37.6406
ENSRNOG00000052246	0.832552	0	0	0	0	0
ENSRNOG00000052247	432	386	365	435	366	454
ENSRNOG00000052255	33.831	48.0526	47.4115	35.7663	35.8694	66.6758
ENSRNOG00000052256	1534	1183	1323	1034	943	1046
ENSRNOG00000052260	0	0	0	0	0	0
ENSRNOG00000052264	39.0158	84.6729	32.1139	25.9792	55.5721	70.815
ENSRNOG00000052267	0	0	0	0	0	0
ENSRNOG00000052269	0	0	0	0	0	0
ENSRNOG00000052270	0	0	0	0	0	0
ENSRNOG00000052273	535.845	461.04	569.538	573.294	480.963	667.893
ENSRNOG00000052275	1398.18	1248.65	1446.69	1312.2	1297.37	1575.14
ENSRNOG00000052279	810.526	676.637	799.576	801.147	751.352	907.217
ENSRNOG00000052282	0	0.908936	1.88904	0	0	0
ENSRNOG00000052287	0	0	0	0	0	0
ENSRNOG00000052289	1388.0025	1153.001	1287.99635	1374.0021	1365.0042	1716.0036
ENSRNOG00000052294	2	3	5	1	6	1
ENSRNOG00000052296	381.99972	357.00007	416.0007866	332.00035	341.00009	284.00012
ENSRNOG00000052297	0	0	0	0	0	0
ENSRNOG00000052298	40	26	33	35	40	35
ENSRNOG00000052303	0	0	0	0	0	0
ENSRNOG00000052304	2.05211	6.36082	4.84303	6.1023	6.0253	4.05779
ENSRNOG00000052305	642	558	634	613	571	686
ENSRNOG00000052306	0	0	0	0	0	0
ENSRNOG00000052307	895	773	867	854	763	985
ENSRNOG00000052310	16.037548	14.0105392	9.02163	8.0234681	11.015681	9.00839
ENSRNOG00000052315	38.9899	62.9294	45.9822	47.658	44.7473	100.76
ENSRNOG00000052319	24	24	25	25	22	28
ENSRNOG00000052325	0	0	0	0	0	0
ENSRNOG00000052326	0	0	0	0	0	0
ENSRNOG00000052328	0	0	0	0	0	0
ENSRNOG00000052334	0	0	0	0	0	0
ENSRNOG00000052339	0	0	0	0	0	0
ENSRNOG00000052343	1573.62465	1443.99808	1498.00335	1566.9928	1488.00352	1900.99992
ENSRNOG00000052347	61.7025	55.4262	49.0426	55.3894	52.6938	58.8234
ENSRNOG00000052348	3	2	3	2	7	4.72852
ENSRNOG00000052349	0	0	0	0	0	0
ENSRNOG00000052352	0	0	0	0	0	1
ENSRNOG00000052354	3131.9	2482	2744.02	2464.32	2348.67	2698.53
ENSRNOG00000052357	114	103	122	127	99	135
ENSRNOG00000052360	61.6028	49.3933	77.9979	65.2365	33.4138	82.7653
ENSRNOG00000052361	0	0	0	0	0	0
ENSRNOG00000052364	0	0	0	0	0	0
ENSRNOG00000052365	31	30	34	30	27	41
ENSRNOG00000052368	4	4	5	8	2	2
ENSRNOG00000052369	0	0	0	0	0	0
ENSRNOG00000052372	0	0	0	0	0	0
ENSRNOG00000052374	0	0	0	0	0	0
ENSRNOG00000052376	64	66	83	68	60	95
ENSRNOG00000052378	0	0	0	0	0	0
ENSRNOG00000052383	0	0	0	0	0	0
ENSRNOG00000052384	236.51	199.351	186.202	187.941	193.611	269.732
ENSRNOG00000052386	497	484	481	430	413	478
ENSRNOG00000052387	0	0	0	0	0	0
ENSRNOG00000052388	0	0	0	0	0	0
ENSRNOG00000052391	825	755	819	718	732	880
ENSRNOG00000052393	495	439	560	515	443	582
ENSRNOG00000052397	4.25742	3	0	0	1	0
ENSRNOG00000052402	0	0	0	0	0	0
ENSRNOG00000052405	2.999997	2	3	5	2	6
ENSRNOG00000052406	109	91	97.4776	75	91.5664	156.52
ENSRNOG00000052407	8	6	4	1	1	4
ENSRNOG00000052409	0	0	0	0	0	0
ENSRNOG00000052411	0	0	0	0	0	0
ENSRNOG00000052414	0	0	0	0	0	0
ENSRNOG00000052415	437.6805	390.9695	357.2343	346.374	411.9336	419.7118
ENSRNOG00000052418	886	938	958	1017	893	1168
ENSRNOG00000052420	2	2	7	2	0	3
ENSRNOG00000052424	157.149	163.651	203.228	171	169.618	195.545
ENSRNOG00000052425	0	0	0	0	0	0
ENSRNOG00000052429	404	375	393	382	352	466
ENSRNOG00000052437	0	0	0	0	0	0
ENSRNOG00000052444	42	50	38	41	53	61
ENSRNOG00000052445	224	188	197	184	164	237
ENSRNOG00000052448	0	0	0	0	0	0
ENSRNOG00000052449	0	0	0	0	0	0
ENSRNOG00000052450	1	0	0	2	4	1
ENSRNOG00000052455	4.44997	15.3415	24.2007	10.3893	18.6423	8.35162
ENSRNOG00000052456	0	1	0	0	1	0
ENSRNOG00000052459	21	19	11	18	6	19
ENSRNOG00000052460	3.43655	8.91595	5.43793	8.92252	4.90262	5.52481
ENSRNOG00000052461	0	0	0	0	0	0
ENSRNOG00000052463	0	0	0	0	0	0
ENSRNOG00000052467	2	2	2	8	0	4
ENSRNOG00000052469	1528	1468	1475	1624	1549	1964
ENSRNOG00000052477	1043	953	1074	981	989	1156
ENSRNOG00000052481	0	0	1	0	0	0
ENSRNOG00000052486	23	26	28	25	21	36
ENSRNOG00000052492	0	0	0	0	0	0
ENSRNOG00000052493	16	18	15	14	17	12
ENSRNOG00000052498	2950	2429	2644	2485	2504	2856
ENSRNOG00000052499	179.33	207.181	166.869	195.231	196.137	226.508
ENSRNOG00000052502	7.5	16	10.5	11.5	7.5	17.5
ENSRNOG00000052506	1687.45	1486.9	1668.23	1707	1664.54	1976.48
ENSRNOG00000052508	0	0	0	0	0	0
ENSRNOG00000052510	0	0	0	0	0	0
ENSRNOG00000052512	10.7324	14.2039	30.2766	0.0647878	28.8348	0.360327
ENSRNOG00000052513	1475	1355	1342	1395	1332	1838
ENSRNOG00000052516	0	0	0	0	0	0
ENSRNOG00000052519	80.1346	65.3773	52.7276	68.1353	61.5138	84.6718
ENSRNOG00000052539	548	493	505	508	503	530
ENSRNOG00000052541	51	26.279	48.9959	26.464	32.9837	16.5548
ENSRNOG00000052545	0	0	0	0	0.611805	0
ENSRNOG00000052549	0	0	0	0	0	4.00466
ENSRNOG00000052550	0	0	0	0	0	0
ENSRNOG00000052555	259.257	208.277	292.948	262.46	286.205	317.929
ENSRNOG00000052559	2.93866	0	0	0	0	1.82685
ENSRNOG00000052564	8903	7494	7933	7767	7943	9413
ENSRNOG00000052567	0	0	0	0	0	0
ENSRNOG00000052572	191.629	106.2444	125.3398	118.5049	122.6556	125.198
ENSRNOG00000052574	481	451	457	509	513	528
ENSRNOG00000052579	0	0	0	1	0	0
ENSRNOG00000052581	1	0	0	1	0	0
ENSRNOG00000052582	1	1	0	1	0	0
ENSRNOG00000052583	3920.9988	3588.0019	3360.0045	3879.996	3504	4274
ENSRNOG00000052587	125.712	63.899	158.449	98.6865	159.623	122.983
ENSRNOG00000052590	0	0	0	0	0	0
ENSRNOG00000052591	0	0	0	0	0	0
ENSRNOG00000052594	2.16089	5.1184	2.2792	2.16087	1.0943	6.72252
ENSRNOG00000052600	831	824	872	759.605	802.049	922.182
ENSRNOG00000052603	1	4	3	4	0	3
ENSRNOG00000052604	0	0	0	0	0	0
ENSRNOG00000052606	0	0	0	0	0	0
ENSRNOG00000052612	0	0	0	0	0	0
ENSRNOG00000052613	32.58134	13.468837	19.2619	73.4594	21.143706	39.58694
ENSRNOG00000052619	0	0	0	0	0	0
ENSRNOG00000052620	19607.9528	17340.0047	20632.0298	20420.96	19265.0019	25864.017
ENSRNOG00000052622	0	0	0	0	0	0
ENSRNOG00000052623	0	0	0	0	0	0
ENSRNOG00000052628	1	4	4	2	1	3
ENSRNOG00000052629	0	0	0	0	0	0
ENSRNOG00000052634	131	119	125	124	122	140
ENSRNOG00000052636	0	0	0.5	0	0	0
ENSRNOG00000052637	390	300	307	344	280	323
ENSRNOG00000052640	0	0	0	0	0	0
ENSRNOG00000052646	0	0	0	0	0	0
ENSRNOG00000052647	0	0	0	0	0	0
ENSRNOG00000052652	0	0	0	0	0	0
ENSRNOG00000052654	0	0	0	0	1	0
ENSRNOG00000052657	4.29921	2.6098	0	3.1737	2.86772	0
ENSRNOG00000052661	0	0	0	0	0	0
ENSRNOG00000052664	2827.58	2617.42	2439.84	2781.59	2449.05	3201
ENSRNOG00000052665	4	8	5	9	6	2
ENSRNOG00000052667	2.17572	3.21793	2.43455	0	2.59256	4.33219
ENSRNOG00000052668	0	0	2	1	0	0
ENSRNOG00000052671	0	0	0	0	0	0
ENSRNOG00000052685	28.449	5.20196E-06	0.0866303	1.69246E-05	11.4517	0
ENSRNOG00000052687	3204.06	2782.9	2934.82	2609.49	2620.16	2533.39
ENSRNOG00000052688	8	8	11	11	13	27
ENSRNOG00000052690	21.969	46.509	38.5652	28.6172	47.481	36.0818
ENSRNOG00000052701	193	181	184	184	169	244
ENSRNOG00000052702	0	1.23482	0	0	0	0
ENSRNOG00000052704	1230.9993	1042.0002	1106.0007	1096.0005	1049.9999	1210
ENSRNOG00000052707	401	308	300	285	265	274
ENSRNOG00000052710	0	0	0	0	0	0
ENSRNOG00000052713	0	0	0	0	0	0
ENSRNOG00000052718	1	0	0	0	0	0
ENSRNOG00000052719	0	0	0	0	0	0
ENSRNOG00000052721	963	873	889	982	873	1072
ENSRNOG00000052725	178	136	166	173	122	163
ENSRNOG00000052728	0	0	0	0	0	0
ENSRNOG00000052729	0	0	0	0	0	0
ENSRNOG00000052730	2074.97	1859.99	2373.98	2190.99	2010	2683.99
ENSRNOG00000052731	0	0	0	0	0	0
ENSRNOG00000052732	22.2946	30.3312	19.853	40.6484	28.2312	54.7806
ENSRNOG00000052737	0	0	0	0	0	0
ENSRNOG00000052745	24	21	19	17	18	21
ENSRNOG00000052758	567.816	565.531	569.457	575.437	595.172	718.636
ENSRNOG00000052759	0	0	0	0	0	0
ENSRNOG00000052764	0	0	0	0	0	0
ENSRNOG00000052769	0	0	0	0	0	0
ENSRNOG00000052771	30.0475	34.303	25.8303	34.4	20.9879	28.2053
ENSRNOG00000052772	0	0	0	0	0	0
ENSRNOG00000052773	0	0	0	0	0	0
ENSRNOG00000052774	68.1206	62.231	60.4503	42.5272	13.0383	97.8054
ENSRNOG00000052775	314	254	215	288	240	385
ENSRNOG00000052778	59.074	31.1041	50.8162	70.0813	24.1448	48.141
ENSRNOG00000052784	0	0	0	0	0	0
ENSRNOG00000052785	959.175	921.685	967.207	1027.18	917.951	1209.84
ENSRNOG00000052787	1081	886	1063	982	920	1263
ENSRNOG00000052795	494	415	489	450	428	500
ENSRNOG00000052802	40316.97	37772.03	46337.98	44248.01	40664.03	51339.05
ENSRNOG00000052803	0	0	0	0	0	0
ENSRNOG00000052804	0	0.5	0	0.205859	0	0
ENSRNOG00000052810	0	0	0	0	0	0
ENSRNOG00000052811	0	0	0	0	0	0
ENSRNOG00000052814	531	507	516	556	531	641
ENSRNOG00000052818	9.3712	8.8892	7.60529	5.07111	11.0395	7.74263
ENSRNOG00000052824	0	0.333333	0	0	0	0.333333
ENSRNOG00000052828	0	0	0	0	0	0
ENSRNOG00000052834	0	0	0	0	0	0
ENSRNOG00000052837	0	11.8102	0	0	0	0
ENSRNOG00000052839	0	0	0	0	0	0
ENSRNOG00000052840	625	481	572	475	458	435
ENSRNOG00000052841	0	0	0	0	0	0
ENSRNOG00000052842	0	0	0	0	0	0
ENSRNOG00000052843	0	0	0	0	0	0
ENSRNOG00000052845	38.8877	27.9123	41.1075	38.0888	34.8063	32.908
ENSRNOG00000052847	12.5845	19.5838	10.9664	20.3928	7.77581	24.0017
ENSRNOG00000052851	0	0	0	0	0	0
ENSRNOG00000052854	5.15303	2.62249	2.63025	0	0	7.08531
ENSRNOG00000052858	0	0	1.30217	0	0	0.0286946
ENSRNOG00000052861	0	0	0	0	0	0
ENSRNOG00000052864	8.48165	7.86696	3.92217	6.2957	33.9625	11.3143
ENSRNOG00000052866	0	0	0	0	0	0
ENSRNOG00000052869	65	42	53	40	46	60
ENSRNOG00000052873	187.9997	160.0004	147.9998	146.0002	143.9999	169.9997
ENSRNOG00000052876	0	0	0	0	0	1
ENSRNOG00000052877	1.00042	0	0	0	0	0
ENSRNOG00000052878	0	0	0	0	0	0
ENSRNOG00000052880	72	55	92	61	55	108
ENSRNOG00000052883	0	0	0	0	0	0
ENSRNOG00000052884	0	0	0	0	0	0
ENSRNOG00000052885	0	0	0	0	0	0
ENSRNOG00000052886	18.8254	20.483	17.7031	19.5084	7.19846	17.6137
ENSRNOG00000052887	8	9	6	2	7	6
ENSRNOG00000052894	861	711	707	757	732	752
ENSRNOG00000052895	0	0	0	0	0	0
ENSRNOG00000052896	0	0	0	0	0	0
ENSRNOG00000052897	0	0	1	0	0	0
ENSRNOG00000052906	0	0	0	0	0	0
ENSRNOG00000052909	0	0	0.557851	0	0	0.563018
ENSRNOG00000052915	0	0	0	0	0	0
ENSRNOG00000052916	0	0	0	0	0	0
ENSRNOG00000052917	0	0	0	0	0	0
ENSRNOG00000052919	0	0	0	0	0	0
ENSRNOG00000052923	0	0	0	0	0	0
ENSRNOG00000052925	19681.8	15733.1	19160.1	16151.9	16509.2	15448.1
ENSRNOG00000052929	0	0	0	0	0	0
ENSRNOG00000052934	842	755	869	913	913	1133
ENSRNOG00000052943	0	0	0	0	0	0
ENSRNOG00000052952	277.335	263.545	345.34	296.338	235.941	328.204
ENSRNOG00000052954	2	1	3	2	2	4
ENSRNOG00000052955	0	0	0	0	0	0
ENSRNOG00000052957	0.198546	0	0	0	0	0
ENSRNOG00000052959	337	322	325	403	387	475
ENSRNOG00000052962	0	1	0	0	0	0
ENSRNOG00000052963	1323	1152	1194	1308	1286	1550
ENSRNOG00000052968	2413.68	2258.55	2463.25	2637.98	2338.07	3280.49
ENSRNOG00000052969	0	0	0	0	0	0
ENSRNOG00000052972	0	0	0	0	0	0
ENSRNOG00000052977	0	4.87365	0	1.33041	0	0
ENSRNOG00000052978	0	0	0	0	0	0
ENSRNOG00000052979	1	1	2	3	0	3
ENSRNOG00000052980	5.15303	2.62249	2.63025	0	0	7.08531
ENSRNOG00000052981	124	92	80.7958	118	79.6985	114
ENSRNOG00000052990	1955.997	1706	1975	1841.004	1786.995	2271
ENSRNOG00000052999	2	1.09667	1.08091	3.14627	0	2.16521
ENSRNOG00000053006	0	0	0	0	0	0
ENSRNOG00000053013	0	0	0	0	0	0
ENSRNOG00000053015	72	69	71	62	76	81
ENSRNOG00000053022	0	0	0	0	0	0
ENSRNOG00000053023	667	603	635	630	632	703
ENSRNOG00000053025	472.558	432.441	465.816	485.932	411.423	587.758
ENSRNOG00000053026	166	164	182	160	175	206
ENSRNOG00000053030	0	0	0	0	0	0
ENSRNOG00000053031	0	0	0	0	0	0
ENSRNOG00000053036	73.7809	56.9536	71.3436	80.0279	31.5827	95.0893
ENSRNOG00000053037	0	0	0	0	14	8
ENSRNOG00000053038	1	0	0	1	0	1
ENSRNOG00000053040	723	496	621	504	575	427
ENSRNOG00000053042	0	0	0	0	0	0
ENSRNOG00000053044	3.00776	4.00657	9.01606	11.0322	9.03295	7.01933
ENSRNOG00000053045	42	35	36	25	28	30
ENSRNOG00000053047	1189	1134.0039	1063	1154	1027.00000001677	1380
ENSRNOG00000053054	186.272	205.714	178.751	213.327	182.448	194.405
ENSRNOG00000053055	0	2	0	0	0	0
ENSRNOG00000053060	1129	931	1007	985	897.0002	1215.001
ENSRNOG00000053061	1217	1107	1287	1262	1228	1536
ENSRNOG00000053075	49	40	48	50	46	60
ENSRNOG00000053079	174.819	147.92	172.376	164.239	146.938	186.021
ENSRNOG00000053081	33.4444	18.3214	32.2059	32.2642	28.0676	29.4318
ENSRNOG00000053084	289.0003	252.0001	274.9997	279.0004	239.9995	305.9996
ENSRNOG00000053085	0	1.04386	2.10963	1	0	1
ENSRNOG00000053086	414	451	407	352	389	488
ENSRNOG00000053090	0	0	0	0	0	0
ENSRNOG00000053091	0	0	0	0	0	0
ENSRNOG00000053093	0	0	0	0	0	0
ENSRNOG00000053095	0	0	0	0	0	0
ENSRNOG00000053098	0	0	0	0	0	0
ENSRNOG00000053099	0	0	0	0	0	0
ENSRNOG00000053101	0	0	0	0	1	0
ENSRNOG00000053103	0	0	0	0	0	0
ENSRNOG00000053106	0	0	0	0	0	0
ENSRNOG00000053109	167.474	171.363	233.424	182.853	147.648	216.783
ENSRNOG00000053110	61.7616	65.0497	59.1065	64.1335	47.4156	85.0955
ENSRNOG00000053112	0	0	0	0	0	0
ENSRNOG00000053114	0	0	0	0	0	0
ENSRNOG00000053115	27.0551	26.4495	17.1634	42.8862	30.0291	34.4615
ENSRNOG00000053116	0	0	0	0	0	0
ENSRNOG00000053118	0	0.0256643	26.2355	0	45.9684	0
ENSRNOG00000053122	317.851	253.6518	259.7585	305.9718	308.7508	383.247
ENSRNOG00000053124	1	0	0	0	0	0
ENSRNOG00000053129	0	0	0	0	0	0
ENSRNOG00000053134	0	2	0	0	0	1
ENSRNOG00000053136	1	3	3	3	1	0
ENSRNOG00000053140	0	0	0	0	0	0
ENSRNOG00000053141	3	1.00172	2	0	1	2
ENSRNOG00000053144	0	0	0	0	0	0
ENSRNOG00000053145	324	294	272	311	301	309
ENSRNOG00000053148	4.64099	2	2	0	0.133949	1
ENSRNOG00000053155	2	6	3	0	2	1
ENSRNOG00000053165	0	0	0	0	0	0
ENSRNOG00000053172	2617	2558	2993	2779	2731	3576
ENSRNOG00000053178	0	0	0	0	0	1
ENSRNOG00000053179	2.69177	2.0129	1.00495	0	4.03134	2.00963
ENSRNOG00000053181	5	3	4	0	2	3
ENSRNOG00000053188	0	0	0	0	0	0
ENSRNOG00000053190	2	3	0	3	5.36521	2
ENSRNOG00000053196	1311	1094	1244	1240	1225	1441
ENSRNOG00000053201	512	500	499	504	483	716
ENSRNOG00000053203	3950	3157	3216	3070	2947	2790
ENSRNOG00000053205	1025.16	988.704	959.117	1084.45	972.351	1333.09
ENSRNOG00000053208	0	0	0	0	0	0
ENSRNOG00000053210	2196	1784	1836	1828	1721	2120
ENSRNOG00000053213	0	0	0	0	0	0
ENSRNOG00000053222	1	0	0	0	0	1
ENSRNOG00000053226	0	0	0	0	0	0
ENSRNOG00000053228	0	0	0	0	0	0
ENSRNOG00000053229	172.735	106.569	94.691	104.78	86.9274	161.486
ENSRNOG00000053230	920	792	911	890	899	1101
ENSRNOG00000053231	5947.92	5172.88	6101.85	5571.45	5301.92	6198.35
ENSRNOG00000053232	572	549	603	520	550	544
ENSRNOG00000053234	1386.54	1112.75	1284.29	1186.41	1134.9	1093.19
ENSRNOG00000053238	0	0	0	0	0	0
ENSRNOG00000053239	373	322	339	330	328	386
ENSRNOG00000053240	708	608	672	574	503	470
ENSRNOG00000053241	0	0	0	0	0	0
ENSRNOG00000053244	0	0	0	0	0	0
ENSRNOG00000053247	397.493	313.077	353.564	371.139	330.635	459.507
ENSRNOG00000053248	37.5	32	36.5	33	32	42
ENSRNOG00000053249	0	0	0	0	0	0
ENSRNOG00000053250	0	4	0	0	1	6
ENSRNOG00000053252	0	0	0	0	0	0
ENSRNOG00000053256	0	0	0	0	0	0
ENSRNOG00000053258	0	0	0	0	0	0
ENSRNOG00000053259	18.1356	1.95785	16.1328	15.0389	11.9581	8.08947
ENSRNOG00000053260	27.67288	14.39738	25.06414	11.2335	25	31.66097
ENSRNOG00000053263	0	0	0	0	0	0
ENSRNOG00000053267	0	0	0	0	0	0
ENSRNOG00000053269	425	396	447	369	402	493
ENSRNOG00000053270	194	195	197	257	188	279
ENSRNOG00000053272	13	19	17	17	20	17
ENSRNOG00000053275	0	0	0	0	0	0
ENSRNOG00000053282	0.500213	0.500153	0.500062	1	0.500068	1.50059
ENSRNOG00000053283	0	0	0	0	0	0
ENSRNOG00000053285	1401	1262	1189	1222	1167	1298
ENSRNOG00000053288	2515.9994	2358.0013	2436.9959	2387.0009	2325.0001	2694.9989
ENSRNOG00000053292	0	0	0	0	0	0
ENSRNOG00000053294	0	0	0	0	0	0
ENSRNOG00000053301	0	0	0	0	0	0
ENSRNOG00000053303	270	219.9995	254.0004	256.9995	266.0003	263.9998
ENSRNOG00000053306	587	566	599	549	596	698
ENSRNOG00000053307	0	0	0	0	0	0
ENSRNOG00000053309	111	128	133	124	88	131
ENSRNOG00000053311	17.9965	25	21	15	15	26
ENSRNOG00000053312	0	0	0	0	0	0
ENSRNOG00000053315	0	0	0	0	0	0
ENSRNOG00000053317	21	16	16	20	16	21
ENSRNOG00000053321	0	0	0	0	0	0
ENSRNOG00000053325	19.4673	19.7288	23.3668	24.1903	19.7261	16.2245
ENSRNOG00000053327	0	0	0	0	0	0
ENSRNOG00000053329	0	0	0	0	0	0
ENSRNOG00000053332	0	0	0	0	0	0
ENSRNOG00000053334	5	1	0	2	0	6
ENSRNOG00000053337	16.1432	11.67299	22.2783	15.0657	15.0322	20.68
ENSRNOG00000053339	39	44	47	48	42	43
ENSRNOG00000053343	33.604	9.44099	11.289	15.1423	15.2456	34.1938
ENSRNOG00000053346	0	0	0	0	0	0
ENSRNOG00000053347	187	134	171	128	156	222
ENSRNOG00000053349	0	1	0	1	3	1
ENSRNOG00000053351	1.50742	2	0	3.02047	2	1.51054
ENSRNOG00000053357	0	0	0	0	0	0
ENSRNOG00000053359	0	0	0	0	0	0
ENSRNOG00000053360	0	0	0	0	0	0
ENSRNOG00000053361	0	0	0	0	0	0
ENSRNOG00000053362	1127	913	1089	1035	927	1256
ENSRNOG00000053365	0	0	0	0	0	0
ENSRNOG00000053366	71	75	86	55	80	119
ENSRNOG00000053367	244.457	193.981	185.747	174.012	205.032	277.715
ENSRNOG00000053370	499	454	455	509	473	553
ENSRNOG00000053372	0	0	0	0	0	0
ENSRNOG00000053377	1	2	0	1	0	1
ENSRNOG00000053380	0	0	0	0	0	0
ENSRNOG00000053381	0	0	0	0	0	0
ENSRNOG00000053382	0	0	0	0	0	0
ENSRNOG00000053384	546	446	506	495	442	546
ENSRNOG00000053387	21	11	17	21	20	15
ENSRNOG00000053394	0	0	0	0	0	0
ENSRNOG00000053395	0	0	0	0	0	0
ENSRNOG00000053397	2	0	1	0	0	1
ENSRNOG00000053400	0	0	1	0	0	0
ENSRNOG00000053402	4	0	3	6	7	5
ENSRNOG00000053404	37.4108	28.7155	38.1783	47.8659	20.2884	53.0419
ENSRNOG00000053405	1113	883	916	978	961	1049
ENSRNOG00000053406	35.99997	34.00002	35.0000198068	39.99999	38.999986237349	64
ENSRNOG00000053409	0	1.08058	4.74869	2.51927	1.28327	5.8189
ENSRNOG00000053410	5	6	11	4	10	9
ENSRNOG00000053411	0	0	0	0	0	0
ENSRNOG00000053423	0	0	0	0	0	0
ENSRNOG00000053425	0	0	0	0	0	0
ENSRNOG00000053428	1998.207	1714.444	1666.371	1814.048	1672.288	2068.783
ENSRNOG00000053429	0	0	0	0	0	0
ENSRNOG00000053430	44	24	36	33	47	23
ENSRNOG00000053431	8.40507	2.34531	2.16607	0	0	3.90213
ENSRNOG00000053432	0	0	0	0	0	0
ENSRNOG00000053435	0	0	0	0	0	0
ENSRNOG00000053437	26	38	44	37	37	43
ENSRNOG00000053439	0	0	0	0	3.44664	0
ENSRNOG00000053441	0	0	0	0	0	0
ENSRNOG00000053446	0	0	0	0	0	0
ENSRNOG00000053448	10.242	20.174	9.75726	23.108	20.5899	13.6858
ENSRNOG00000053449	3	2	0	1	2	3
ENSRNOG00000053450	3055.4	2632.94	2770.4	2762.39	2746.92	2887.11
ENSRNOG00000053451	0	0	0	0	0	0
ENSRNOG00000053452	12887.3	12284.1	13774	13394	12504.9	16526.6
ENSRNOG00000053453	0	0	0	0	0	0
ENSRNOG00000053456	1398	1164	1333	1398	1328	1711
ENSRNOG00000053457	0	0	0	0	0	0
ENSRNOG00000053458	0	0	0	0	0	0
ENSRNOG00000053459	0	0	0	0	0	0
ENSRNOG00000053460	207	178	210.947	191.878	185.861	230.358
ENSRNOG00000053468	20067.8	18346.1	21252.8	20984.1	19966.5	26709.8
ENSRNOG00000053469	561.459	515.31	531.69	515.369	483.848	605.895
ENSRNOG00000053479	1	1	3	1	0	7
ENSRNOG00000053485	0	0	0	0	0	0
ENSRNOG00000053486	0.407473	0	0	0	0	1.37578
ENSRNOG00000053487	0	0	0	0	0	0
ENSRNOG00000053490	0	0	0	0	0	0
ENSRNOG00000053494	0	0	0	0	1	1
ENSRNOG00000053498	85	84	110	79	78	134
ENSRNOG00000053502	2943	2474	2773	2685	2420	2499
ENSRNOG00000053508	0	0	0	0	0	0
ENSRNOG00000053510	712	561	618	640	606	749
ENSRNOG00000053515	0	0	0	2	0	0
ENSRNOG00000053518	995	777	835	798	795	1060
ENSRNOG00000053522	0	0	0	0	0	0
ENSRNOG00000053527	0	0	0	0	0	0
ENSRNOG00000053529	52.0425	41.25	40.2713	45.6627	28.1955	35.2258
ENSRNOG00000053535	0	0	0	0	0	0
ENSRNOG00000053536	0	0	0	0	0	0
ENSRNOG00000053539	0	0	0	0	0	0
ENSRNOG00000053541	275.764	231.808	262.861	258.283	228.47	295.581
ENSRNOG00000053543	0	0	0	0	0	0
ENSRNOG00000053547	0	0	0	0	0	0
ENSRNOG00000053550	428	399	434	446	440	513
ENSRNOG00000053553	3.62423	1.42977	4.96541	3.20968	7.34041	3.44687
ENSRNOG00000053554	0	0	0	0	0	0
ENSRNOG00000053557	1533.82	1460.14	1534.27	1533.01	1444.58	1855.17
ENSRNOG00000053559	0	0	0	0	0	0
ENSRNOG00000053560	35	35	58	51	32	51
ENSRNOG00000053562	0	3	1	0	0	2
ENSRNOG00000053565	1	1	0	3	1	0
ENSRNOG00000053566	20.1915	17.4853	19.1273	20.1302	9.43698	15.4382
ENSRNOG00000053567	0	0	0	1	0	2
ENSRNOG00000053574	389	335	327	355	295	359
ENSRNOG00000053576	389.135	394.428	313.157	270.848	252.209	469.347
ENSRNOG00000053577	182	173	158	153	133	190
ENSRNOG00000053583	1403	1275	1390	1322	1275	1625
ENSRNOG00000053592	98	77	94	85	78	79
ENSRNOG00000053595	0	0	0	0	0	0
ENSRNOG00000053599	1331	1176	1232	1302	1168	1174
ENSRNOG00000053601	0	0	0	1.08429	0	0
ENSRNOG00000053603	0	0	0	0	0	0
